gagnasafn,rod,lykill,dags,gildi,texti
tafla_raunvextir,markmid,Króatía,,2,""
tafla_raunvextir,markmid,Ítalía,,2,""
tafla_raunvextir,markmid,Kýpur,,2,""
tafla_raunvextir,markmid,Lettland,,2,""
tafla_raunvextir,markmid,Litháen,,2,""
tafla_raunvextir,markmid,Lúxemborg,,2,""
tafla_raunvextir,markmid,Malta,,2,""
tafla_raunvextir,markmid,Holland,,2,""
tafla_raunvextir,markmid,Austurríki,,2,""
tafla_raunvextir,markmid,Portúgal,,2,""
tafla_raunvextir,markmid,Slóvenía,,2,""
tafla_raunvextir,markmid,Slóvakía,,2,""
tafla_raunvextir,markmid,Finnland,,2,""
tafla_raunvextir,markmid,Tékkland,,2,""
tafla_raunvextir,markmid,Danmörk,,2,""
tafla_raunvextir,markmid,Ungverjaland,,3,""
tafla_raunvextir,markmid,Pólland,,2.5,""
tafla_raunvextir,markmid,Rúmenía,,2.5,""
tafla_raunvextir,markmid,Svíþjóð,,2,""
tafla_raunvextir,markmid,Noregur,,2,""
tafla_raunvextir,markmid,Ísland -- óverðtryggt breytilegt,,2.5,""
tafla_raunvextir,markmid,Ísland -- verðtryggt,,NaN,""
tafla_raunvextir,markmid,Evrusvæði (viðmið),,2,""
tafla_raunvextir,aprc,Belgía,,3.85,""
tafla_raunvextir,aprc,Búlgaría,,2.78,""
tafla_raunvextir,aprc,Þýskaland,,3.89,""
tafla_raunvextir,aprc,Eistland,,4.19,""
tafla_raunvextir,aprc,Írland,,3.43,""
tafla_raunvextir,aprc,Grikkland,,3.54,""
tafla_raunvextir,aprc,Spánn,,2.86,""
tafla_raunvextir,aprc,Frakkland,,3.71,""
tafla_raunvextir,aprc,Króatía,,3.3,""
tafla_raunvextir,aprc,Ítalía,,3.91,""
tafla_raunvextir,aprc,Kýpur,,4.33,""
tafla_raunvextir,aprc,Lettland,,4.34,""
tafla_raunvextir,aprc,Litháen,,3.97,""
tafla_raunvextir,aprc,Lúxemborg,,3.4,""
tafla_raunvextir,aprc,Malta,,2.74,""
tafla_raunvextir,aprc,Holland,,3.71,""
tafla_raunvextir,aprc,Austurríki,,3.78,""
tafla_raunvextir,aprc,Portúgal,,4.93,""
tafla_raunvextir,aprc,Slóvenía,,3.52,""
tafla_raunvextir,aprc,Slóvakía,,3.68,""
tafla_raunvextir,aprc,Finnland,,3.06,""
tafla_raunvextir,aprc,Tékkland,,4.72,""
tafla_raunvextir,aprc,Danmörk,,3.9,""
tafla_raunvextir,aprc,Ungverjaland,,7.89,""
tafla_raunvextir,aprc,Pólland,,6.18,""
tafla_raunvextir,aprc,Rúmenía,,7.62,""
tafla_raunvextir,aprc,Svíþjóð,,2.9,""
tafla_raunvextir,aprc,Noregur,,5.07,""
tafla_raunvextir,aprc,Ísland -- óverðtryggt breytilegt,,NaN,""
tafla_raunvextir,aprc,Ísland -- verðtryggt,,NaN,""
tafla_raunvextir,aprc,Evrusvæði (viðmið),,3.72,""
mynd_krosslond,flokkur,Ísland,,NaN,"iceland"
mynd_krosslond,flokkur,Ungverjaland,,NaN,"own"
mynd_krosslond,flokkur,Pólland,,NaN,"own"
mynd_krosslond,flokkur,Rúmenía,,NaN,"own"
mynd_krosslond,flokkur,Noregur,,NaN,"own"
mynd_krosslond,flokkur,Tékkland,,NaN,"own"
mynd_krosslond,flokkur,Lettland,,NaN,"euro"
mynd_krosslond,flokkur,Eistland,,NaN,"euro"
mynd_krosslond,flokkur,Litháen,,NaN,"euro"
mynd_krosslond,flokkur,Svíþjóð,,NaN,"own"
mynd_krosslond,flokkur,Þýskaland,,NaN,"euro"
mynd_krosslond,flokkur,Danmörk,,NaN,"own_peg"
mynd_krosslond,flokkur,Holland,,NaN,"euro"
mynd_krosslond,flokkur,Belgía,,NaN,"euro"
mynd_krosslond,flokkur,Ítalía,,NaN,"euro"
mynd_krosslond,flokkur,Írland,,NaN,"euro"
mynd_krosslond,flokkur,Lúxemborg,,NaN,"euro"
mynd_krosslond,flokkur,Austurríki,,NaN,"euro"
mynd_krosslond,flokkur,Slóvakía,,NaN,"euro"
mynd_krosslond,flokkur,Evrusvæði (viðmið),,NaN,"euro_area"
mynd_krosslond,flokkur,Grikkland,,NaN,"euro"
mynd_krosslond,flokkur,Kýpur,,NaN,"euro"
mynd_krosslond,flokkur,Frakkland,,NaN,"euro"
mynd_krosslond,flokkur,Finnland,,NaN,"euro"
mynd_krosslond,flokkur,Slóvenía,,NaN,"euro"
mynd_krosslond,flokkur,Króatía,,NaN,"euro"
mynd_krosslond,flokkur,Portúgal,,NaN,"euro"
mynd_krosslond,flokkur,Spánn,,NaN,"euro"
mynd_krosslond,flokkur,Búlgaría,,NaN,"euro"
mynd_krosslond,flokkur,Malta,,NaN,"euro"
mynd_krosslond,nafnvextir,Ísland,,NaN,""
mynd_krosslond,nafnvextir,Ungverjaland,,6.64,""
mynd_krosslond,nafnvextir,Pólland,,6.6,""
mynd_krosslond,nafnvextir,Rúmenía,,5.72,""
mynd_krosslond,nafnvextir,Noregur,,5.27,""
mynd_krosslond,nafnvextir,Tékkland,,4.59,""
mynd_krosslond,nafnvextir,Lettland,,4.18,""
mynd_krosslond,nafnvextir,Eistland,,4.05,""
mynd_krosslond,nafnvextir,Litháen,,3.86,""
mynd_krosslond,nafnvextir,Svíþjóð,,2.83,""
mynd_krosslond,nafnvextir,Þýskaland,,3.84,""
mynd_krosslond,nafnvextir,Danmörk,,3.02,""
mynd_krosslond,nafnvextir,Holland,,3.63,""
mynd_krosslond,nafnvextir,Belgía,,3.53,""
mynd_krosslond,nafnvextir,Ítalía,,3.52,""
mynd_krosslond,nafnvextir,Írland,,3.51,""
mynd_krosslond,nafnvextir,Lúxemborg,,3.49,""
mynd_krosslond,nafnvextir,Austurríki,,3.48,""
mynd_krosslond,nafnvextir,Slóvakía,,3.46,""
mynd_krosslond,nafnvextir,Evrusvæði (viðmið),,3.44,""
mynd_krosslond,nafnvextir,Grikkland,,3.35,""
mynd_krosslond,nafnvextir,Kýpur,,3.25,""
mynd_krosslond,nafnvextir,Frakkland,,3.11,""
mynd_krosslond,nafnvextir,Finnland,,3.03,""
mynd_krosslond,nafnvextir,Slóvenía,,3,""
mynd_krosslond,nafnvextir,Króatía,,2.95,""
mynd_krosslond,nafnvextir,Portúgal,,2.86,""
mynd_krosslond,nafnvextir,Spánn,,2.81,""
mynd_krosslond,nafnvextir,Búlgaría,,2.45,""
mynd_krosslond,nafnvextir,Malta,,2.05,""
mynd_krosslond,vaent_land,Ísland,,NaN,""
mynd_krosslond,vaent_land,Ungverjaland,,3.15,""
mynd_krosslond,vaent_land,Pólland,,3.25,""
mynd_krosslond,vaent_land,Rúmenía,,5.35,""
mynd_krosslond,vaent_land,Noregur,,2.85,""
mynd_krosslond,vaent_land,Tékkland,,2.75,""
mynd_krosslond,vaent_land,Lettland,,2.9,""
mynd_krosslond,vaent_land,Eistland,,3.65,""
mynd_krosslond,vaent_land,Litháen,,3.55,""
mynd_krosslond,vaent_land,Svíþjóð,,1.65,""
mynd_krosslond,vaent_land,Þýskaland,,2.8,""
mynd_krosslond,vaent_land,Danmörk,,1.85,""
mynd_krosslond,vaent_land,Holland,,2.85,""
mynd_krosslond,vaent_land,Belgía,,3,""
mynd_krosslond,vaent_land,Ítalía,,2.5,""
mynd_krosslond,vaent_land,Írland,,3.05,""
mynd_krosslond,vaent_land,Lúxemborg,,2.25,""
mynd_krosslond,vaent_land,Austurríki,,2.75,""
mynd_krosslond,vaent_land,Slóvakía,,3.75,""
mynd_krosslond,vaent_land,Evrusvæði (viðmið),,2.65,""
mynd_krosslond,vaent_land,Grikkland,,3.05,""
mynd_krosslond,vaent_land,Kýpur,,2.9,""
mynd_krosslond,vaent_land,Frakkland,,2.1,""
mynd_krosslond,vaent_land,Finnland,,2.15,""
mynd_krosslond,vaent_land,Slóvenía,,3,""
mynd_krosslond,vaent_land,Króatía,,3.65,""
mynd_krosslond,vaent_land,Portúgal,,2.65,""
mynd_krosslond,vaent_land,Spánn,,2.75,""
mynd_krosslond,vaent_land,Búlgaría,,3.4,""
mynd_krosslond,vaent_land,Malta,,2.5,""
mynd_krosslond,vaent_notud,Ísland,,NaN,""
mynd_krosslond,vaent_notud,Ungverjaland,,3.15,""
mynd_krosslond,vaent_notud,Pólland,,3.25,""
mynd_krosslond,vaent_notud,Rúmenía,,5.35,""
mynd_krosslond,vaent_notud,Noregur,,2.85,""
mynd_krosslond,vaent_notud,Tékkland,,2.75,""
mynd_krosslond,vaent_notud,Lettland,,2.65,""
mynd_krosslond,vaent_notud,Eistland,,2.65,""
mynd_krosslond,vaent_notud,Litháen,,2.65,""
mynd_krosslond,vaent_notud,Svíþjóð,,1.65,""
mynd_krosslond,vaent_notud,Þýskaland,,2.65,""
mynd_krosslond,vaent_notud,Danmörk,,1.85,""
mynd_krosslond,vaent_notud,Holland,,2.65,""
mynd_krosslond,vaent_notud,Belgía,,2.65,""
mynd_krosslond,vaent_notud,Ítalía,,2.65,""
mynd_krosslond,vaent_notud,Írland,,2.65,""
mynd_krosslond,vaent_notud,Lúxemborg,,2.65,""
mynd_krosslond,vaent_notud,Austurríki,,2.65,""
mynd_krosslond,vaent_notud,Slóvakía,,2.65,""
mynd_krosslond,vaent_notud,Evrusvæði (viðmið),,2.65,""
mynd_krosslond,vaent_notud,Grikkland,,2.65,""
mynd_krosslond,vaent_notud,Kýpur,,2.65,""
mynd_krosslond,vaent_notud,Frakkland,,2.65,""
mynd_krosslond,vaent_notud,Finnland,,2.65,""
mynd_krosslond,vaent_notud,Slóvenía,,2.65,""
mynd_krosslond,vaent_notud,Króatía,,2.65,""
mynd_krosslond,vaent_notud,Portúgal,,2.65,""
mynd_krosslond,vaent_notud,Spánn,,2.65,""
mynd_krosslond,vaent_notud,Búlgaría,,2.65,""
mynd_krosslond,vaent_notud,Malta,,2.65,""
mynd_krosslond,raungildi_beint,Ísland,,4.5,""
mynd_krosslond,raungildi_beint,Ungverjaland,,NaN,""
mynd_krosslond,raungildi_beint,Pólland,,NaN,""
mynd_krosslond,raungildi_beint,Rúmenía,,NaN,""
mynd_krosslond,raungildi_beint,Noregur,,NaN,""
mynd_krosslond,raungildi_beint,Tékkland,,NaN,""
mynd_krosslond,raungildi_beint,Lettland,,NaN,""
mynd_krosslond,raungildi_beint,Eistland,,NaN,""
mynd_krosslond,raungildi_beint,Litháen,,NaN,""
mynd_krosslond,raungildi_beint,Svíþjóð,,NaN,""
mynd_krosslond,raungildi_beint,Þýskaland,,NaN,""
mynd_krosslond,raungildi_beint,Danmörk,,NaN,""
mynd_krosslond,raungildi_beint,Holland,,NaN,""
mynd_krosslond,raungildi_beint,Belgía,,NaN,""
mynd_krosslond,raungildi_beint,Ítalía,,NaN,""
mynd_krosslond,raungildi_beint,Írland,,NaN,""
mynd_krosslond,raungildi_beint,Lúxemborg,,NaN,""
mynd_krosslond,raungildi_beint,Austurríki,,NaN,""
mynd_krosslond,raungildi_beint,Slóvakía,,NaN,""
mynd_krosslond,raungildi_beint,Evrusvæði (viðmið),,NaN,""
mynd_krosslond,raungildi_beint,Grikkland,,NaN,""
mynd_krosslond,raungildi_beint,Kýpur,,NaN,""
mynd_krosslond,raungildi_beint,Frakkland,,NaN,""
mynd_krosslond,raungildi_beint,Finnland,,NaN,""
mynd_krosslond,raungildi_beint,Slóvenía,,NaN,""
mynd_krosslond,raungildi_beint,Króatía,,NaN,""
mynd_krosslond,raungildi_beint,Portúgal,,NaN,""
mynd_krosslond,raungildi_beint,Spánn,,NaN,""
mynd_krosslond,raungildi_beint,Búlgaría,,NaN,""
mynd_krosslond,raungildi_beint,Malta,,NaN,""
mynd_krosslond,efri_mork,Ísland,,5.5,""
mynd_krosslond,efri_mork,Ungverjaland,,NaN,""
mynd_krosslond,efri_mork,Pólland,,NaN,""
mynd_krosslond,efri_mork,Rúmenía,,NaN,""
mynd_krosslond,efri_mork,Noregur,,NaN,""
mynd_krosslond,efri_mork,Tékkland,,NaN,""
mynd_krosslond,efri_mork,Lettland,,NaN,""
mynd_krosslond,efri_mork,Eistland,,NaN,""
mynd_krosslond,efri_mork,Litháen,,NaN,""
mynd_krosslond,efri_mork,Svíþjóð,,NaN,""
mynd_krosslond,efri_mork,Þýskaland,,NaN,""
mynd_krosslond,efri_mork,Danmörk,,NaN,""
mynd_krosslond,efri_mork,Holland,,NaN,""
mynd_krosslond,efri_mork,Belgía,,NaN,""
mynd_krosslond,efri_mork,Ítalía,,NaN,""
mynd_krosslond,efri_mork,Írland,,NaN,""
mynd_krosslond,efri_mork,Lúxemborg,,NaN,""
mynd_krosslond,efri_mork,Austurríki,,NaN,""
mynd_krosslond,efri_mork,Slóvakía,,NaN,""
mynd_krosslond,efri_mork,Evrusvæði (viðmið),,NaN,""
mynd_krosslond,efri_mork,Grikkland,,NaN,""
mynd_krosslond,efri_mork,Kýpur,,NaN,""
mynd_krosslond,efri_mork,Frakkland,,NaN,""
mynd_krosslond,efri_mork,Finnland,,NaN,""
mynd_krosslond,efri_mork,Slóvenía,,NaN,""
mynd_krosslond,efri_mork,Króatía,,NaN,""
mynd_krosslond,efri_mork,Portúgal,,NaN,""
mynd_krosslond,efri_mork,Spánn,,NaN,""
mynd_krosslond,efri_mork,Búlgaría,,NaN,""
mynd_krosslond,efri_mork,Malta,,NaN,""
mynd_krosslond,athugasemd,Ísland,,NaN,"Verðtryggt markaðsviðmið; efri mörk frá raunvöxtum óverðtryggðs breytilegs láns."
mynd_krosslond,athugasemd,Ungverjaland,,NaN,""
mynd_krosslond,athugasemd,Pólland,,NaN,""
mynd_krosslond,athugasemd,Rúmenía,,NaN,"RON-vextir úr ECB MIR; vænt verðbólga úr vorspá framkvæmdastjórnar ESB."
mynd_krosslond,athugasemd,Noregur,,NaN,""
mynd_krosslond,athugasemd,Tékkland,,NaN,""
mynd_krosslond,athugasemd,Lettland,,NaN,""
mynd_krosslond,athugasemd,Eistland,,NaN,""
mynd_krosslond,athugasemd,Litháen,,NaN,""
mynd_krosslond,athugasemd,Svíþjóð,,NaN,""
mynd_krosslond,athugasemd,Þýskaland,,NaN,""
mynd_krosslond,athugasemd,Danmörk,,NaN,"Eigin gjaldmiðill, fasttengdur evru."
mynd_krosslond,athugasemd,Holland,,NaN,""
mynd_krosslond,athugasemd,Belgía,,NaN,""
mynd_krosslond,athugasemd,Ítalía,,NaN,""
mynd_krosslond,athugasemd,Írland,,NaN,""
mynd_krosslond,athugasemd,Lúxemborg,,NaN,""
mynd_krosslond,athugasemd,Austurríki,,NaN,""
mynd_krosslond,athugasemd,Slóvakía,,NaN,""
mynd_krosslond,athugasemd,Evrusvæði (viðmið),,NaN,""
mynd_krosslond,athugasemd,Grikkland,,NaN,""
mynd_krosslond,athugasemd,Kýpur,,NaN,""
mynd_krosslond,athugasemd,Frakkland,,NaN,""
mynd_krosslond,athugasemd,Finnland,,NaN,""
mynd_krosslond,athugasemd,Slóvenía,,NaN,""
mynd_krosslond,athugasemd,Króatía,,NaN,""
mynd_krosslond,athugasemd,Portúgal,,NaN,""
mynd_krosslond,athugasemd,Spánn,,NaN,""
mynd_krosslond,athugasemd,Búlgaría,,NaN,""
mynd_krosslond,athugasemd,Malta,,NaN,""
lanaform,lanstimi,Frakkland,,NaN,"≈20-23 ár"
lanaform,lanstimi,Þýskaland,,NaN,"≈25-30 ár"
lanaform,lanstimi,Holland,,NaN,"≈30 ár"
lanaform,lanstimi,Belgía,,NaN,"≈20 ár"
lanaform,lanstimi,Austurríki,,NaN,"≈25-30 ár"
lanaform,lanstimi,Ítalía,,NaN,"≈25 ár"
lanaform,lanstimi,Spánn,,NaN,"≈24 ár"
lanaform,lanstimi,Portúgal,,NaN,"≈31 ár"
lanaform,lanstimi,Írland,,NaN,"≈25-30 ár"
lanaform,lanstimi,Grikkland,,NaN,"≈20-25 ár"
lanaform,lanstimi,Finnland,,NaN,"≈20-25 ár"
lanaform,lanstimi,Kýpur,,NaN,"≈20-25 ár"
lanaform,lanstimi,Malta,,NaN,"≈25-40 ár"
lanaform,lanstimi,Slóvenía,,NaN,"≈20 ár"
lanaform,lanstimi,Slóvakía,,NaN,"≈20-30 ár"
lanaform,lanstimi,Eistland,,NaN,"≈25-30 ár"
lanaform,lanstimi,Lettland,,NaN,"≈20-30 ár"
lanaform,lanstimi,Litháen,,NaN,"≈25 ár"
lanaform,lanstimi,Lúxemborg,,NaN,"≈25-30 ár"
lanaform,lanstimi,Króatía,,NaN,"≈20-25 ár"
lanaform,lanstimi,Búlgaría,,NaN,"≈25 ár"
lanaform,festutimi,Frakkland,,NaN,"fast til lokadags"
lanaform,festutimi,Þýskaland,,NaN,"fast 10-15 ár"
lanaform,festutimi,Holland,,NaN,"fast 10-20 ár"
lanaform,festutimi,Belgía,,NaN,"fast (langt)"
lanaform,festutimi,Austurríki,,NaN,"blandað; fastir vextir algengir"
lanaform,festutimi,Ítalía,,NaN,"nú einkum fast"
lanaform,festutimi,Spánn,,NaN,"nú einkum fast"
lanaform,festutimi,Portúgal,,NaN,"var breytilegt, nú fast"
lanaform,festutimi,Írland,,NaN,"breytilegt + fast 1-5 ár"
lanaform,festutimi,Grikkland,,NaN,"að mestu breytilegt"
lanaform,festutimi,Finnland,,NaN,">90% breytilegt (Euribor)"
lanaform,festutimi,Kýpur,,NaN,"að mestu breytilegt"
lanaform,festutimi,Malta,,NaN,"breytilegt"
lanaform,festutimi,Slóvenía,,NaN,"blandað, fast lán vaxandi hluti"
lanaform,festutimi,Slóvakía,,NaN,"fast 3-5 ár algengt"
lanaform,festutimi,Eistland,,NaN,"að mestu breytilegt (Euribor)"
lanaform,festutimi,Lettland,,NaN,"að mestu breytilegt (Euribor)"
lanaform,festutimi,Litháen,,NaN,">90% breytilegt (Euribor)"
lanaform,festutimi,Lúxemborg,,NaN,"blandað; fastir og breytilegir vextir"
lanaform,festutimi,Króatía,,NaN,"blandað"
lanaform,festutimi,Búlgaría,,NaN,"að mestu breytilegt"
lanaform,uppgreidsla,Frakkland,,NaN,"já; þak ≤6 mán. vextir"
lanaform,uppgreidsla,Þýskaland,,NaN,"sekt á festutíma; frjáls eftir 10 ár"
lanaform,uppgreidsla,Holland,,NaN,"sektarlaus ≤10-20%/ári"
lanaform,uppgreidsla,Belgía,,NaN,"þak 3 mán. vextir"
lanaform,uppgreidsla,Austurríki,,NaN,"rofgjald á festutíma"
lanaform,uppgreidsla,Ítalía,,NaN,"engin sekt (Bersani 2007)"
lanaform,uppgreidsla,Spánn,,NaN,"þak (lög 5/2019)"
lanaform,uppgreidsla,Portúgal,,NaN,"þak: breyt. 0,5%, fast 2%"
lanaform,uppgreidsla,Írland,,NaN,"breyt. frjáls; fast: rofgjald"
lanaform,uppgreidsla,Grikkland,,NaN,"þak"
lanaform,uppgreidsla,Finnland,,NaN,"frjáls, lítil sekt"
lanaform,uppgreidsla,Kýpur,,NaN,"breyt. frjáls"
lanaform,uppgreidsla,Malta,,NaN,"frjáls"
lanaform,uppgreidsla,Slóvenía,,NaN,"þak"
lanaform,uppgreidsla,Slóvakía,,NaN,"takmarkað rofgjald"
lanaform,uppgreidsla,Eistland,,NaN,"frjáls, lítil sekt"
lanaform,uppgreidsla,Lettland,,NaN,"frjáls, lítil sekt"
lanaform,uppgreidsla,Litháen,,NaN,"frjáls, lítil sekt"
lanaform,uppgreidsla,Lúxemborg,,NaN,"rofgjald getur gilt"
lanaform,uppgreidsla,Króatía,,NaN,"takmarkað rofgjald"
lanaform,uppgreidsla,Búlgaría,,NaN,"breyt. frjáls"
rikisbref_1992_2002,vextir_10ara,DE,1992,7.9,""
rikisbref_1992_2002,vextir_10ara,DE,1994,6.9,""
rikisbref_1992_2002,vextir_10ara,DE,1996,6.2,""
rikisbref_1992_2002,vextir_10ara,DE,1998,4.6,""
rikisbref_1992_2002,vextir_10ara,DE,2000,5.3,""
rikisbref_1992_2002,vextir_10ara,DE,2002,4.8,""
rikisbref_1992_2002,vextir_10ara,IT,1992,13.3,""
rikisbref_1992_2002,vextir_10ara,IT,1994,10.6,""
rikisbref_1992_2002,vextir_10ara,IT,1996,9.4,""
rikisbref_1992_2002,vextir_10ara,IT,1998,4.9,""
rikisbref_1992_2002,vextir_10ara,IT,2000,5.6,""
rikisbref_1992_2002,vextir_10ara,IT,2002,5,""
rikisbref_1992_2002,vextir_10ara,ES,1992,11.7,""
rikisbref_1992_2002,vextir_10ara,ES,1994,10,""
rikisbref_1992_2002,vextir_10ara,ES,1996,8.7,""
rikisbref_1992_2002,vextir_10ara,ES,1998,4.8,""
rikisbref_1992_2002,vextir_10ara,ES,2000,5.5,""
rikisbref_1992_2002,vextir_10ara,ES,2002,5,""
rikisbref_1992_2002,vextir_10ara,PT,1992,13.8,""
rikisbref_1992_2002,vextir_10ara,PT,1994,11,""
rikisbref_1992_2002,vextir_10ara,PT,1996,8.6,""
rikisbref_1992_2002,vextir_10ara,PT,1998,4.9,""
rikisbref_1992_2002,vextir_10ara,PT,2000,5.6,""
rikisbref_1992_2002,vextir_10ara,PT,2002,5,""
rikisbref_1992_2002,vextir_10ara,IE,1992,9.1,""
rikisbref_1992_2002,vextir_10ara,IE,1994,7.7,""
rikisbref_1992_2002,vextir_10ara,IE,1996,7.3,""
rikisbref_1992_2002,vextir_10ara,IE,1998,4.8,""
rikisbref_1992_2002,vextir_10ara,IE,2000,5.5,""
rikisbref_1992_2002,vextir_10ara,IE,2002,5,""
rikisbref_1992_2002,vextir_10ara,GR,1992,24.13,""
rikisbref_1992_2002,vextir_10ara,GR,1994,20.7,""
rikisbref_1992_2002,vextir_10ara,GR,1996,14.43,""
rikisbref_1992_2002,vextir_10ara,GR,1998,8.48,""
rikisbref_1992_2002,vextir_10ara,GR,2000,6.1,""
rikisbref_1992_2002,vextir_10ara,GR,2002,5.12,""
ny_evru_riki,vextir_10ara,Germany,2002.25,5.12,"2002H1"
ny_evru_riki,vextir_10ara,Germany,2002.75,4.52,"2002H2"
ny_evru_riki,vextir_10ara,Germany,2003.25,3.95,"2003H1"
ny_evru_riki,vextir_10ara,Germany,2003.75,4.19,"2003H2"
ny_evru_riki,vextir_10ara,Germany,2004.25,4.14,"2004H1"
ny_evru_riki,vextir_10ara,Germany,2004.75,3.93,"2004H2"
ny_evru_riki,vextir_10ara,Germany,2005.25,3.45,"2005H1"
ny_evru_riki,vextir_10ara,Germany,2005.75,3.26,"2005H2"
ny_evru_riki,vextir_10ara,Germany,2006.25,3.71,"2006H1"
ny_evru_riki,vextir_10ara,Germany,2006.75,3.82,"2006H2"
ny_evru_riki,vextir_10ara,Germany,2007.25,4.17,"2007H1"
ny_evru_riki,vextir_10ara,Slovenia,2002.25,9.39,"2002H1"
ny_evru_riki,vextir_10ara,Slovenia,2002.75,8.26,"2002H2"
ny_evru_riki,vextir_10ara,Slovenia,2003.25,6.65,"2003H1"
ny_evru_riki,vextir_10ara,Slovenia,2003.75,6.15,"2003H2"
ny_evru_riki,vextir_10ara,Slovenia,2004.25,4.9,"2004H1"
ny_evru_riki,vextir_10ara,Slovenia,2004.75,4.46,"2004H2"
ny_evru_riki,vextir_10ara,Slovenia,2005.25,3.91,"2005H1"
ny_evru_riki,vextir_10ara,Slovenia,2005.75,3.71,"2005H2"
ny_evru_riki,vextir_10ara,Slovenia,2006.25,3.76,"2006H1"
ny_evru_riki,vextir_10ara,Slovenia,2006.75,3.94,"2006H2"
ny_evru_riki,vextir_10ara,Slovenia,2007.25,4.43,"2007H1"
ny_evru_riki,vextir_10ara,Malta,2002.25,5.9,"2002H1"
ny_evru_riki,vextir_10ara,Malta,2002.75,5.66,"2002H2"
ny_evru_riki,vextir_10ara,Malta,2003.25,5.32,"2003H1"
ny_evru_riki,vextir_10ara,Malta,2003.75,4.76,"2003H2"
ny_evru_riki,vextir_10ara,Malta,2004.25,4.68,"2004H1"
ny_evru_riki,vextir_10ara,Malta,2004.75,4.69,"2004H2"
ny_evru_riki,vextir_10ara,Malta,2005.25,4.68,"2005H1"
ny_evru_riki,vextir_10ara,Malta,2005.75,4.43,"2005H2"
ny_evru_riki,vextir_10ara,Malta,2006.25,4.3,"2006H1"
ny_evru_riki,vextir_10ara,Malta,2006.75,4.33,"2006H2"
ny_evru_riki,vextir_10ara,Malta,2007.25,4.54,"2007H1"
ny_evru_riki,vextir_10ara,Slovakia,2002.25,7.59,"2002H1"
ny_evru_riki,vextir_10ara,Slovakia,2002.75,6.36,"2002H2"
ny_evru_riki,vextir_10ara,Slovakia,2003.25,4.87,"2003H1"
ny_evru_riki,vextir_10ara,Slovakia,2003.75,5.1,"2003H2"
ny_evru_riki,vextir_10ara,Slovakia,2004.25,5.11,"2004H1"
ny_evru_riki,vextir_10ara,Slovakia,2004.75,4.94,"2004H2"
ny_evru_riki,vextir_10ara,Slovakia,2005.25,3.68,"2005H1"
ny_evru_riki,vextir_10ara,Slovakia,2005.75,3.36,"2005H2"
ny_evru_riki,vextir_10ara,Slovakia,2006.25,4.13,"2006H1"
ny_evru_riki,vextir_10ara,Slovakia,2006.75,4.69,"2006H2"
ny_evru_riki,vextir_10ara,Slovakia,2007.25,4.35,"2007H1"
eystrasalt,vextir_10ara,DE,2001.2500,4.855,""
eystrasalt,vextir_10ara,DE,2001.7500,4.74,""
eystrasalt,vextir_10ara,DE,2002.2500,5.0467,""
eystrasalt,vextir_10ara,DE,2002.7500,4.5183,""
eystrasalt,vextir_10ara,DE,2003.2500,3.9533,""
eystrasalt,vextir_10ara,DE,2003.7500,4.1883,""
eystrasalt,vextir_10ara,DE,2004.2500,4.1417,""
eystrasalt,vextir_10ara,DE,2004.7500,3.9317,""
eystrasalt,vextir_10ara,DE,2005.2500,3.4517,""
eystrasalt,vextir_10ara,DE,2005.7500,3.255,""
eystrasalt,vextir_10ara,DE,2006.2500,3.7067,""
eystrasalt,vextir_10ara,DE,2006.7500,3.8183,""
eystrasalt,vextir_10ara,DE,2007.2500,4.1667,""
eystrasalt,vextir_10ara,DE,2007.7500,4.2667,""
eystrasalt,vextir_10ara,DE,2008.2500,4.09,""
eystrasalt,vextir_10ara,DE,2008.7500,3.8783,""
eystrasalt,vextir_10ara,DE,2009.2500,3.1983,""
eystrasalt,vextir_10ara,DE,2009.7500,3.2467,""
eystrasalt,vextir_10ara,DE,2010.2500,2.9767,""
eystrasalt,vextir_10ara,DE,2010.7500,2.51,""
eystrasalt,vextir_10ara,DE,2011.2500,3.12,""
eystrasalt,vextir_10ara,DE,2011.7500,2.0967,""
eystrasalt,vextir_10ara,DE,2012.2500,1.6267,""
